Product Name,Category,Displayed Price,Factured Price,Quantity,Product Link
3 IN 1 WIRELESS CHARGER,Electronics & Accessories,﷼239,101,$ 20,https://cod.network/affiliate/offers/8818eb16-45eb-47db-9d54-521848e5fb07
6 IN 1 CHARGER DOCK,"Home, Garden & Furniture",﷼219,23,$ 20,https://cod.network/affiliate/offers/3d2364ed-4e4b-4a80-a555-bad1fa27b2e7
ROSEMARY SHAMPOO BAR,Health & Beauty,﷼169,997,$ 20,https://cod.network/affiliate/offers/94986724-d41a-4631-a98d-00d7f0f4ba30
CLAY MASK,Health & Beauty,﷼179,994,$ 20,https://cod.network/affiliate/offers/cfd8d1fd-a76d-4597-8a8c-a580e1010c86
CAR TRACKING DEVICE,Cars & accessories,﷼299,453,$ 25,https://cod.network/affiliate/offers/ae2004c5-d34e-4909-8007-79c00ee7afa2
RUBBER SHOCK ABSORBER,Cars & accessories,﷼179,162,$ 20,https://cod.network/affiliate/offers/7b459286-b8c5-43fc-9ba9-b53589cc9e87
EYELASH CURLER ELECTRIC (WHITE),Health & Beauty,﷼189,212,$ 20,https://cod.network/affiliate/offers/00267b58-23cf-4f49-80af-dca6a8fb1722
MOBILE PHONE HOLDER - KSA,Cars & accessories,﷼189,734,$ 27,https://cod.network/affiliate/offers/dd2b9f18-c82b-4983-bb02-9b24c79e4d4e
SMART WATCH T800,Electronics & Accessories,﷼179,89,$ 16,https://cod.network/affiliate/offers/ebcec68c-e9f3-4e17-a20f-b42c4f0eecf5
FAT BURNING CREAM,Health & Beauty,﷼259,4443,$ 34,https://cod.network/affiliate/offers/c5073bdb-dc3a-47bf-9a9b-5fdd4a8f7bd4
FAT REMOVAL CREAM,Health & Beauty,﷼199,4443,$ 23,https://cod.network/affiliate/offers/107fe5a1-59b4-4aeb-afb8-7c6ec4069795
FAT DISSOLVING CREAM,Health & Beauty,﷼189,4443,$ 20,https://cod.network/affiliate/offers/7973c665-fbdc-4297-a385-2e9a9333974a
ACNE TREATMENT SERUM,Health & Beauty,﷼169,187,$ 19,https://cod.network/affiliate/offers/f64956a7-4252-49cd-a3ee-b3367add8c8c
ANTI CRACKING CREAM,Health & Beauty,﷼169,197,$ 20,https://cod.network/affiliate/offers/3a04a763-5506-4b0e-b90c-6713078132ac
KERATIN HAIR CARE MASK,Health & Beauty,﷼179,117,$ 20,https://cod.network/affiliate/offers/4df94857-d56b-44bc-95f2-39c72398fed8
LIP LIGHTENING SCRUB BALM,Health & Beauty,﷼199,380,$ 25,https://cod.network/affiliate/offers/979e65f8-88b0-427f-ae1d-8816bb1c3d4f
OUTDOOR WIRELESS SPEAKER,"Home, Garden & Furniture",﷼299,420,$ 25,https://cod.network/affiliate/offers/3fbada10-caa6-4cdd-bd57-8c5bed056040
ELECTRIC SHAVER FOR MEN,Electronics & Accessories,﷼259,133,$ 23,https://cod.network/affiliate/offers/bd13860b-d410-440d-b90c-6077358333b3
MEDICATED PATCH FOR TONSILLITIS,Health & Beauty,﷼169,202,$ 20,https://cod.network/affiliate/offers/8e87296e-049f-45f6-9275-a203bea02e93
ARMPIT WHITENING CREAM,Health & Beauty,﷼179,180,$ 20,https://cod.network/affiliate/offers/b8b8f59a-682d-4400-939d-22182f28adb7
CUTICLE REPAIR CREAM,Health & Beauty,﷼179,195,$ 20,https://cod.network/affiliate/offers/57b1f252-cc3c-4368-bac4-92c6f4287e7e
MOISTURIZING HAIR MASK,Health & Beauty,﷼159,165,$ 18,https://cod.network/affiliate/offers/1a10c0e1-7a81-4b15-82c3-4d03fc4d0f5f
SENSITIVE AREAS WHITENING CREAM,Health & Beauty,﷼179,5771,$ 22,https://cod.network/affiliate/offers/8533b537-be3e-4337-96b9-794359ffff49
ACNE PROTECTION CREAM,Health & Beauty,﷼199,466,$ 22,https://cod.network/affiliate/offers/96c33ef5-9665-45ab-b997-a0d8cec87525
HYALURONIC ACID SERUM FOR HANDS,Health & Beauty,﷼199,170,$ 22,https://cod.network/affiliate/offers/977f63c5-4e1c-42ee-a1da-4a23ec4ed1f9
PUMPKIN SEED OIL FOR HAIR,Health & Beauty,﷼169,168,$ 20,https://cod.network/affiliate/offers/f6a340bc-da17-4a35-9d25-0415442244c0
BODY WHITENING CREAM,Health & Beauty,﷼179,464,$ 20,https://cod.network/affiliate/offers/52c96a62-992d-46fe-912a-47c7cd5f53e8
MOSQUITO TERMINATOR,Electronics & Accessories,﷼179,129,$ 24,https://cod.network/affiliate/offers/d028364d-c840-4b11-a5f1-ffebf869a8f2
INSECT REPELLENT DEVICE,"Home, Garden & Furniture",﷼199,271,$ 28,https://cod.network/affiliate/offers/d030c333-1280-41f9-a34b-b33932e6d08e
WARM LIPSTICK,Health & Beauty,﷼179,999,$ 20,https://cod.network/affiliate/offers/92825bce-4883-4d89-8013-e9ab979afb5c
WAISTTRIM SCULPTING SHORTS,"Clothing, Shoes & Jewelry",﷼189,375,$ 21,https://cod.network/affiliate/offers/d52dedea-c7d0-4fb7-a35f-95d5e5ac6ea0
MANUAL MEAT GRINDER,"Home, Garden & Furniture",﷼199,858,$ 20,https://cod.network/affiliate/offers/62e9eafd-6aa7-4824-855e-0b2cba37c43c
DARK SPOT SERUM,Health & Beauty,﷼179,109,$ 24,https://cod.network/affiliate/offers/838e467a-0686-4d68-bcb7-52701a0f9c72
HAIR CURLER (GREY),Electronics & Accessories,﷼199,429,$ 20,https://cod.network/affiliate/offers/fdd8062f-730a-4fa7-8c09-db5a84ed71b7
SILVER MAGNETIC RING II,Health & Beauty,﷼189,1041,$ 20,https://cod.network/affiliate/offers/db64c650-6e14-4240-aaa5-ab29922357c1
PORTABLE MAGIC MOP (WHITE),"Home, Garden & Furniture",﷼189,296,$ 20,https://cod.network/affiliate/offers/eea3af89-2275-4798-bf7e-9acc695e923d
HANDHELD HEAT SEALER,"Home, Garden & Furniture",﷼179,990,$ 20,https://cod.network/affiliate/offers/06e84d30-3716-4797-a08e-84edf4f5de89
CIGARETTE CONTAINER FOR CAR,Cars & accessories,﷼189,493,$ 21,https://cod.network/affiliate/offers/63e3a888-522f-4d42-a2bf-1741e826d8cc
MINI GAS CAMPING STOVE,"Home, Garden & Furniture",﷼219,299,$ 23,https://cod.network/affiliate/offers/a78f99cd-7e1f-484a-be49-ade50c9088cd
PAIN RELIEF PATCHES,Health & Beauty,﷼179,151,$ 22,https://cod.network/affiliate/offers/f8b3fc29-ce3a-45f3-9709-f3478f55828d
CLOSING HINGE,"Home, Garden & Furniture",﷼189,488,$ 21,https://cod.network/affiliate/offers/cdad678a-430f-4195-b8e4-82f09c1b6ca7
SUPER MONEY GUN,Toys & Games,﷼179,408,$ 20,https://cod.network/affiliate/offers/64190733-604c-47ca-b654-e371a4778281
MOISTURIZING SOCKS,"Clothing, Shoes & Jewelry",﷼179,377,$ 20,https://cod.network/affiliate/offers/69657ca9-ebc5-4039-ac1a-a4e05615e7d0
SKIN ENHANCING CREAM,Health & Beauty,﷼199,6687,$ 23,https://cod.network/affiliate/offers/cbcbd238-8f26-4cfd-b950-74a2c0df2131
HAIR CARE CREAM,Health & Beauty,﷼199,6684,$ 23,https://cod.network/affiliate/offers/f04649ec-50ea-4828-8fa9-07919965ecb0
SORE NECK OINTMENT,Health & Beauty,﷼169,151,$ 20,https://cod.network/affiliate/offers/a3c8b227-e25a-49e7-8c3f-64d82d13e185
COLLAGEN FIRMING MASK - KSA,Health & Beauty,﷼199,99,$ 27,https://cod.network/affiliate/offers/5945404e-b2d3-4601-83c8-fb89d037423c
DIGITAL SCREEN BLUETOOTH HEADPHONES,Electronics & Accessories,﷼199,373,$ 24,https://cod.network/affiliate/offers/d1a71e2e-2169-47c0-aacd-d6c651cf2b0c
COLLAGEN HAIR MOISTURIZER,Health & Beauty,﷼249,72,$ 24,https://cod.network/affiliate/offers/1a82aac9-485d-4902-b055-e8faaff8d0a1
HAIR NATURAL SHAMPOO,Health & Beauty,﷼189,14,$ 21,https://cod.network/affiliate/offers/969f1cf4-2b7a-4c3a-bab5-8d60331de1c1
MEDICAL SANDALES FOR MEN,"Clothing, Shoes & Jewelry",﷼199,208,$ 20,https://cod.network/affiliate/offers/5376f077-30f6-495b-a131-01087352b16d
BABY FEEDING SPOON,Health & Beauty,﷼189,984,$ 21,https://cod.network/affiliate/offers/9ea29d46-ad08-40fa-9cd9-83d5ce012290
WIRELESS CAR CHARGER,Cars & accessories,﷼199,763,$ 20,https://cod.network/affiliate/offers/7e523870-c3bf-4193-b632-595670a1e18d
FAT BURNING SHIRT,"Clothing, Shoes & Jewelry",﷼179,995,$ 20,https://cod.network/affiliate/offers/e880dff3-af26-4838-8f9b-9c435e6c8ffc
HIGH PRESSURE FAUCET HEAD,"Home, Garden & Furniture",﷼179,442,$ 20,https://cod.network/affiliate/offers/e91791eb-9345-4d85-8bd4-70c87b6a327b
FOOD BOX FOR CHILDREN,"Home, Garden & Furniture",﷼189,999,$ 22,https://cod.network/affiliate/offers/bff1f2b5-bf78-4ed8-ac7c-3fd3a04dbad5
SHOULDER SPRAY PAIN RELIEF -KSA,Health & Beauty,﷼169,371,$ 25,https://cod.network/affiliate/offers/8b9235ca-e8f2-4431-968c-56173f82588e
DUMPLING MAKER 2 IN 1,"Home, Garden & Furniture",﷼199,116,$ 23,https://cod.network/affiliate/offers/0c6486b8-aeff-487d-bc77-610983b41fa9
CALLUSES PEDICURE ELECTRIC FOOT GRINDER - KSA,Health & Beauty,﷼199,277,$ 24,https://cod.network/affiliate/offers/fd303177-63eb-496f-9fe1-b9d789e240a5
MANUAL LEMON SQUEEZER,"Home, Garden & Furniture",﷼159,95,$ 18,https://cod.network/affiliate/offers/48962dde-e5dc-4b78-9e1b-7b0867f3ec2e
ADJUSTABLE SWIVEL SPOUT,"Home, Garden & Furniture",﷼239,274,$ 22,https://cod.network/affiliate/offers/242faf3f-ee42-47d7-bb6a-4211576ed620
HAIR STYLING SET,Health & Beauty,﷼249,117,$ 23,https://cod.network/affiliate/offers/8eb64951-37be-4037-9567-3766b56e2a3d
EYE MOISTURIZING SPRAY,Health & Beauty,﷼179,118,$ 20,https://cod.network/affiliate/offers/f996b22a-8f72-4f88-9414-05821509ff18
HAIR CONDITIONER,Health & Beauty,﷼189,62,$ 23,https://cod.network/affiliate/offers/62ce06f4-3a99-4872-962f-94677c40b616
SOLO TRIMMER,Health & Beauty,﷼169,455,$ 25,https://cod.network/affiliate/offers/873b9d5e-b1ad-493e-a6d9-f2babf7d57b7
MULTI-PURPOSE LIGHTER,Electronics & Accessories,﷼179,206,$ 20,https://cod.network/affiliate/offers/3078368c-a8c7-45e7-b025-c9fbe68c2db0
CAR DEODORIZER,Cars & accessories,﷼179,19,$ 20,https://cod.network/affiliate/offers/9333cf8f-cdf7-4ea1-8ba9-e6fca44d7184
FOAM TEETH WHITENING - KSA,Health & Beauty,﷼189,186,$ 27,https://cod.network/affiliate/offers/1846ed9e-82cd-4bd7-b35d-f31737d1690d
HAND CARE SERUM - KSA,Health & Beauty,﷼199,488,$ 21,https://cod.network/affiliate/offers/1ac302e9-ab5b-48ad-a9cf-b58e951ac211
SKIN TIGHTENING CREAM,Health & Beauty,﷼259,6687,$ 34,https://cod.network/affiliate/offers/064a37c7-e651-4418-8340-8cd2f9bc4794
HAIR CREAM,Health & Beauty,﷼259,6684,$ 34,https://cod.network/affiliate/offers/09eac504-ee3d-449c-98cd-03508ab8a5ca
ELECTRIC HAIR STEAMER WITH COMB,Health & Beauty,﷼199,114,$ 21,https://cod.network/affiliate/offers/51c0d704-0b00-4dbf-833b-7085cec6167b
DARK CIRCLES REMOVAL CREAM,Health & Beauty,﷼199,40,$ 20,https://cod.network/affiliate/offers/b64c5dd5-7fb4-4a43-aa75-cf3a364ceeeb
HAIR MOISTURIZING CREAM,Health & Beauty,﷼189,6684,$ 20,https://cod.network/affiliate/offers/6cc699f3-5c76-4013-87bf-369363b8a0a1
3X CABLE ORGANIZER WINDER,Electronics & Accessories,﷼169,323,$ 20,https://cod.network/affiliate/offers/874d0e21-ae44-4fcd-b180-02b965fee702
WIRELESS BLUETOOTH SELFIE STICK,Electronics & Accessories,﷼189,756,$ 20,https://cod.network/affiliate/offers/3fd1ca9b-d70d-45f5-b591-6243034e4571
STRENGTH TAPE KINESIOLOGY,Health & Beauty,﷼169,982,$ 20,https://cod.network/affiliate/offers/55e94846-95b4-4c94-b278-71bca13b2022
3X SILICONE CHARGER PROTECTOR,Electronics & Accessories,﷼179,330,$ 20,https://cod.network/affiliate/offers/7891bd38-ca82-4bcb-afe5-32bae03ff01a
STEERING WHEEL COVER,Cars & accessories,﷼179,97,$ 20,https://cod.network/affiliate/offers/3b05f2cb-2fa1-4af2-850b-5763b91e9a8f
BODY SHAPING BELT - KSA,Health & Beauty,﷼169,76,$ 20,https://cod.network/affiliate/offers/9cb3fc07-2306-4e49-8d6c-b53dc6542ca6
GRAPHENE FACE SLIMMING STRAP,Health & Beauty,﷼179,190,$ 20,https://cod.network/affiliate/offers/8f52dee5-bde8-4ac1-9b73-298d8c199b1b
MORINGA FACE CREAM,Health & Beauty,﷼199,198,$ 20,https://cod.network/affiliate/offers/5862d55d-5d8c-4938-8225-6ff8171c52da
KID LEARNING POCKET VOCAB,Toys & Games,﷼179,182,$ 20,https://cod.network/affiliate/offers/0fd2f07d-cbab-4668-801b-56d90c595f6a
VARICOSE VEINS RELIEF CREAM,Health & Beauty,﷼169,208,$ 20,https://cod.network/affiliate/offers/cd0b2683-37a7-4bf1-9336-d31ec0e6df6d
BEAUTY PERFUME,Health & Beauty,﷼189,48,$ 20,https://cod.network/affiliate/offers/6da95a41-5e79-4c84-9bf9-a0fc70d12684
AFGHAN OIL,Health & Beauty,﷼189,1202,$ 20,https://cod.network/affiliate/offers/b22567fc-e0b1-4367-a0e4-d76227cb7fab
MULTI-USE SAFETY LOCK,"Home, Garden & Furniture",﷼169,997,$ 20,https://cod.network/affiliate/offers/dfc61799-3b2c-4f17-b31d-7072c16dca59
SMART NECK MASSAGER,Health & Beauty,﷼249,389,$ 25,https://cod.network/affiliate/offers/8ee686ad-040d-4a71-a66c-d108967d8ca2
PAIN RELIEF HEAT MASSAGE PAD,Health & Beauty,﷼199,127,$ 20,https://cod.network/affiliate/offers/f4d80942-2aba-4c05-94a9-c1ae5ccdbd9b
VARICOSE VEINS CREAM,Health & Beauty,﷼179,458,$ 20,https://cod.network/affiliate/offers/c4f4bd36-1ef4-4ac9-9e85-fa10da634b1a
LADIES SHAVER EPILATOR,Health & Beauty,﷼189,58,$ 21,https://cod.network/affiliate/offers/94d42c83-5e35-4101-8228-d408963a2eb3
AFGHAN HAIR OIL,Health & Beauty,﷼199,700,$ 20,https://cod.network/affiliate/offers/4a89314d-ee9e-4d84-b230-257c947d08ed
EYEBROW STAMP SHAPING KIT,Health & Beauty,﷼189,164,$ 25,https://cod.network/affiliate/offers/7914168a-949d-4298-92e7-7f08f1590ab5
HAIR HEATING COMB,Electronics & Accessories,﷼209,460,$ 20,https://cod.network/affiliate/offers/7dd20c9d-7ea7-4d16-9275-bc16609f29ba
GINGER HAIR SHAMPOO,Health & Beauty,﷼189,226,$ 21,https://cod.network/affiliate/offers/7f06938c-7689-4bb2-87a1-ea2720159fd8
ELECTRIC MASSAGER,Health & Beauty,﷼179,172,$ 22,https://cod.network/affiliate/offers/658dc87c-1223-4a87-ba40-a768c2da670c
WEIGHT LOSS BODY SLIMMING SPRAY,Health & Beauty,﷼199,117,$ 20,https://cod.network/affiliate/offers/2839d2c4-793b-4658-914f-0923ec670e8e
ADHESIVE STRIPS FOR SLIMMING,Health & Beauty,﷼179,311,$ 20,https://cod.network/affiliate/offers/d3464989-8f5c-4cd5-904b-eacfb43c45bd
EARWAX REMOVAL TOOL - KSA,Health & Beauty,﷼199,133,$ 21,https://cod.network/affiliate/offers/a0494ff5-2eb2-4b73-bf86-7af5c074e348
MULTIFUNCTION PHONE HOLDER,Electronics & Accessories,﷼159,179,$ 18,https://cod.network/affiliate/offers/7b6e1e74-5e17-4aab-83e5-cb13b0bb4251
TOE BRACE,Health & Beauty,﷼179,156,$ 20,https://cod.network/affiliate/offers/a0a5ca72-e1c5-45d2-9198-1995c734506a
BRACELET WITH CHARGING CABLE,Electronics & Accessories,﷼169,197,$ 20,https://cod.network/affiliate/offers/76b23257-d679-41bd-b292-7d97e1c4c7e5
CAR PHONE MOUNT,Cars & accessories,﷼199,133,$ 20,https://cod.network/affiliate/offers/c7ad1dbf-439d-4311-b5cc-72983a05f9d8
TWO-TONE EYEBROW POWDER,Health & Beauty,﷼189,198,$ 20,https://cod.network/affiliate/offers/e878f510-07d6-47a0-b8d3-7c4f3d571ded
FLYING SAUCER BALL,Toys & Games,﷼179,186,$ 20,https://cod.network/affiliate/offers/717b4f71-e809-43da-bc7d-561f1eda40ca
TEETH WHITENING MOUSSE,Health & Beauty,﷼159,184,$ 18,https://cod.network/affiliate/offers/60fd238f-3c59-48ed-b662-bc24cc2d7d9e
NOSE OINTMENT CREAM,Health & Beauty,﷼169,175,$ 20,https://cod.network/affiliate/offers/d3937c06-3481-4b12-84c0-f1c07db0404e
RICE WATER SOAP SHAMPOO,Health & Beauty,﷼189,84,$ 22,https://cod.network/affiliate/offers/9285347f-7052-4c2f-8802-1b83e55d334b
DEROL LIP GLOSS,Health & Beauty,﷼169,196,$ 20,https://cod.network/affiliate/offers/d17a5597-7f39-4f5c-9864-8aa2fad4194f
PAIN RELIEF STICKERS,Health & Beauty,﷼169,180,$ 20,https://cod.network/affiliate/offers/1acd5a40-8a6c-4ee4-a349-80f0e98b90ae
SILICONE PATCH FOR WRINKLES REMOVING,Health & Beauty,﷼189,196,$ 20,https://cod.network/affiliate/offers/979e9cda-4b13-470d-849e-95e1f4ed1d0e
PHONES MINI USB CAR CHARGER,Cars & accessories,﷼189,197,$ 20,https://cod.network/affiliate/offers/f7a711dd-292b-4eb9-ab1b-1252ebd5f734
HIPS SMOOTHING MOISTURIZER CREAM,Health & Beauty,﷼179,175,$ 20,https://cod.network/affiliate/offers/10da14ca-3c6f-4c66-9f71-0f2c14fb50d0
RECHARGEABLE VEGETABLE CHOPPER,"Home, Garden & Furniture",﷼179,186,$ 20,https://cod.network/affiliate/offers/e67a9e94-bf95-4184-aec2-69014b8f4087
NATURAL HERBAL KNEE,Health & Beauty,﷼169,99,$ 20,https://cod.network/affiliate/offers/98325383-8472-4110-9fef-7fca00c47800
MULTIFUNCTION PHONE HOLDER,Electronics & Accessories,﷼159,179,$ 18,https://cod.network/affiliate/offers/7b6e1e74-5e17-4aab-83e5-cb13b0bb4251
TOE BRACE,Health & Beauty,﷼179,156,$ 20,https://cod.network/affiliate/offers/a0a5ca72-e1c5-45d2-9198-1995c734506a
BRACELET WITH CHARGING CABLE,Electronics & Accessories,﷼169,197,$ 20,https://cod.network/affiliate/offers/76b23257-d679-41bd-b292-7d97e1c4c7e5
CAR PHONE MOUNT,Cars & accessories,﷼199,133,$ 20,https://cod.network/affiliate/offers/c7ad1dbf-439d-4311-b5cc-72983a05f9d8
TWO-TONE EYEBROW POWDER,Health & Beauty,﷼189,198,$ 20,https://cod.network/affiliate/offers/e878f510-07d6-47a0-b8d3-7c4f3d571ded
FLYING SAUCER BALL,Toys & Games,﷼179,186,$ 20,https://cod.network/affiliate/offers/717b4f71-e809-43da-bc7d-561f1eda40ca
TEETH WHITENING MOUSSE,Health & Beauty,﷼159,184,$ 18,https://cod.network/affiliate/offers/60fd238f-3c59-48ed-b662-bc24cc2d7d9e
NOSE OINTMENT CREAM,Health & Beauty,﷼169,175,$ 20,https://cod.network/affiliate/offers/d3937c06-3481-4b12-84c0-f1c07db0404e
RICE WATER SOAP SHAMPOO,Health & Beauty,﷼189,84,$ 22,https://cod.network/affiliate/offers/9285347f-7052-4c2f-8802-1b83e55d334b
DEROL LIP GLOSS,Health & Beauty,﷼169,196,$ 20,https://cod.network/affiliate/offers/d17a5597-7f39-4f5c-9864-8aa2fad4194f
PAIN RELIEF STICKERS,Health & Beauty,﷼169,180,$ 20,https://cod.network/affiliate/offers/1acd5a40-8a6c-4ee4-a349-80f0e98b90ae
SILICONE PATCH FOR WRINKLES REMOVING,Health & Beauty,﷼189,196,$ 20,https://cod.network/affiliate/offers/979e9cda-4b13-470d-849e-95e1f4ed1d0e
PHONES MINI USB CAR CHARGER,Cars & accessories,﷼189,197,$ 20,https://cod.network/affiliate/offers/f7a711dd-292b-4eb9-ab1b-1252ebd5f734
HIPS SMOOTHING MOISTURIZER CREAM,Health & Beauty,﷼179,175,$ 20,https://cod.network/affiliate/offers/10da14ca-3c6f-4c66-9f71-0f2c14fb50d0
RECHARGEABLE VEGETABLE CHOPPER,"Home, Garden & Furniture",﷼179,186,$ 20,https://cod.network/affiliate/offers/e67a9e94-bf95-4184-aec2-69014b8f4087
NATURAL HERBAL KNEE,Health & Beauty,﷼169,99,$ 20,https://cod.network/affiliate/offers/98325383-8472-4110-9fef-7fca00c47800
BED SHEETS HANDY GADGET,"Home, Garden & Furniture",﷼169,197,$ 20,https://cod.network/affiliate/offers/1006e04e-3129-4421-baf0-7bbc85ddfae8
ELECTRIC MINI SHAVER - KSA,Electronics & Accessories,﷼179,133,$ 23,https://cod.network/affiliate/offers/a301e120-6ca4-4c1f-81f9-0d55327de270
ELECTRIC PEDICURE DEVICE - KSA,Health & Beauty,﷼189,350,$ 26,https://cod.network/affiliate/offers/74fc171f-810e-4020-87b3-8be57d2f950e
LIP SERUM - KSA,Health & Beauty,﷼189,548,$ 25,https://cod.network/affiliate/offers/8c79b24c-73cc-441a-a573-d48b4c3ce8c0
TEETH WHITENING GEL - KSA,Health & Beauty,﷼189,121,$ 25,https://cod.network/affiliate/offers/b8515cc6-22ee-466f-8bc7-ba82e995c493
ELECTRIC NOSE HAIR TRIMMER,Health & Beauty,﷼189,470,$ 22,https://cod.network/affiliate/offers/7e9c7e6a-eb5a-477e-9512-d53309dcda9c
CLIPPERS HAIR SET,Health & Beauty,﷼399,55,$ 30,https://cod.network/affiliate/offers/75483919-7d57-4d5c-b801-ab57fcd41779
LED MOTION SENSOR - KSA,Electronics & Accessories,﷼189,432,$ 20,https://cod.network/affiliate/offers/da09530d-14c5-44ca-938f-372683705606
ELECTRIC ANTI-LICE COMB,Electronics & Accessories,﷼219,163,$ 25,https://cod.network/affiliate/offers/d6e8abda-51c7-48b8-ac30-dac91e9e51fe
LUMBAR MASSAGER (PINK),Health & Beauty,﷼199,119,$ 21,https://cod.network/affiliate/offers/ad2ff1b0-980e-4d3b-b482-dd431a93a328
CLEANING PEN WHITE,Toys & Games,﷼189,487,$ 20,https://cod.network/affiliate/offers/12369110-b969-4d76-a656-7a44d2b41ce3
CREATIVE CRUISE SUNSHINE,Toys & Games,﷼189,477,$ 21,https://cod.network/affiliate/offers/f687ebc2-e405-4fb5-abed-4cea72ffe3c4
RETINOL DRAGON'S BLOOD CREAM,Health & Beauty,﷼189,80,$ 21,https://cod.network/affiliate/offers/052ae28e-d16a-4d43-b91c-10763c272df3
RECHARGEABLE PERFUME MACHINE,Electronics & Accessories,﷼189,470,$ 21,https://cod.network/affiliate/offers/40a577cc-fecf-4151-8920-f8c64b89a477
AUTOMATIC SOAP DISPENSER,Electronics & Accessories,﷼199,476,$ 20,https://cod.network/affiliate/offers/11252336-dddd-4558-b2ef-ae3844e91967
MELOHO POMODORO TIMER,Electronics & Accessories,﷼219,299,$ 20,https://cod.network/affiliate/offers/de016412-1c42-46fa-ac9b-a00785836e4d
NIGHT LIGHTS (BLACK),"Home, Garden & Furniture",﷼199,209,$ 21,https://cod.network/affiliate/offers/d3bced5c-48dd-4f0b-a129-0b8f96c8ff28
TOILET BOWL STERILIZER,"Home, Garden & Furniture",﷼189,476,$ 21,https://cod.network/affiliate/offers/d465097c-bace-473f-a6b1-cd36e5a31348
ELECTRIC WATER PUMP,Electronics & Accessories,﷼189,181,$ 21,https://cod.network/affiliate/offers/f7a92b4b-ed01-4487-a52c-aa207f37d2b6
ACNE REMOVAL CREAM,Health & Beauty,﷼169,197,$ 20,https://cod.network/affiliate/offers/7e511d4a-bb43-4680-bdbc-3d5f5a3fc8aa
MOISTURIZING WITH COCOA BUTTER,Health & Beauty,﷼169,127,$ 20,https://cod.network/affiliate/offers/477c9a09-57ba-4813-b6e3-8bcc749db3ed
SNAIL EXTRACT CREAM,Health & Beauty,﷼199,264,$ 20,https://cod.network/affiliate/offers/4851f43a-46f5-4b15-b286-89c036056682
EYEBROW STAMPS,Health & Beauty,﷼159,225,$ 22,https://cod.network/affiliate/offers/b125e024-0ee8-4aef-9f5c-ae7115e5d2b8
TEETH WHITENING PEN,Health & Beauty,﷼179,75,$ 21,https://cod.network/affiliate/offers/67976326-1846-493b-9232-ae6c54f74288
DUMPLING MAGIC 2-IN-1,"Home, Garden & Furniture",﷼189,181,$ 20,https://cod.network/affiliate/offers/a71615e7-73e0-4a7f-b11c-16bc079045b0
YES FINISH TOUCH - OR,Health & Beauty,﷼189,531,$ 25,https://cod.network/affiliate/offers/9df1ba66-87c8-4b9a-ab80-b7881353cecb
3D DECORATIVE LED LIGHT,Health & Beauty,﷼199,69,$ 23,https://cod.network/affiliate/offers/55e28671-0064-40d1-9857-3a018fd3e336
4 IN 1 HANDHELD ELECTRIC VEGETABLE SLICER SET,"Home, Garden & Furniture",﷼199,31,$ 22,https://cod.network/affiliate/offers/05cd21a6-b718-465e-bd3b-7b778d800249
ELECTRIC MIXER,"Home, Garden & Furniture",﷼249,223,$ 23,https://cod.network/affiliate/offers/89e58857-ef83-4c78-b9f1-a26b71f11fcd
T6 FLASHLIGHT.,Cars & accessories,﷼199,84,$ 22,https://cod.network/affiliate/offers/d469a3b9-d1b5-4422-8b99-a5df1d4a5f3b
WIRELESS HEADPHONES,Electronics & Accessories,﷼219,70,$ 24,https://cod.network/affiliate/offers/5140180e-553b-4f08-ac67-733afaacaae6
TEETH WHITENING FOAM,Health & Beauty,﷼179,158,$ 25,https://cod.network/affiliate/offers/f363b2e2-766b-48db-8b84-03ad1b6d9ae3
TEETH WHITENING SPRAY,Health & Beauty,﷼179,85,$ 25,https://cod.network/affiliate/offers/b21f1fa3-733d-482f-a6f5-527707f13b48
EYELINER WITH APPLICATOR,Health & Beauty,﷼179,28,$ 25,https://cod.network/affiliate/offers/89de505a-b6aa-49b0-9002-89ec1181afde
WATERPROOF MASCARA,Health & Beauty,﷼179,49,$ 25,https://cod.network/affiliate/offers/2c15b19f-96cc-4a54-84d9-1522d9d536ec
LUXURY WRIST WATCH FOR MEN,Health & Beauty,﷼249,22,$ 25,https://cod.network/affiliate/offers/b71a6fdf-d2d5-4f5d-8200-e85d56458981
GEL SEAT CUSHION,Health & Beauty,﷼199,39,$ 22,https://cod.network/affiliate/offers/ae70aaa2-3051-49d6-936e-f24ad9c2b1f7
TOURMALINE SELF HEATING HEATED SOCKS - EL,Health & Beauty,﷼179,66,$ 24,https://cod.network/affiliate/offers/2333b6f9-9f5e-4c25-82d6-03ddddaa2bd4
SILICONE GLOVES,"Home, Garden & Furniture",﷼179,267,$ 22,https://cod.network/affiliate/offers/764a949c-1021-4336-bf71-4533277abb55
SINUS ALLERGY TREATMENT DEVICE,Health & Beauty,﷼199,40,$ 25,https://cod.network/affiliate/offers/0ccfa22c-4efa-4b0c-b34c-317cdfa92bd5
BODY SHAPER SHAPEWEAR,"Clothing, Shoes & Jewelry",﷼199,83,$ 25,https://cod.network/affiliate/offers/d5b576f4-e1c9-4a25-b300-8037062a1ce8
LED TOUCH WALL LIGHT LAMP II,Cars & accessories,﷼249,334,$ 25,https://cod.network/affiliate/offers/0eb9b759-1ade-47d4-84e0-8d3106bbf4b0
SKIN TIGHTENING DEVICE,Health & Beauty,﷼219,39,$ 20,https://cod.network/affiliate/offers/24f1fb06-9225-4407-95e3-0bfd06b24909
